Time(ms),Lat,Lon,Speed(kmph),Ax,Ay,Az,Gx,Gy,Gz,AlphaX,AlphaY,AlphaZ,Ax_ADXL,Ay_ADXL,Az_ADXL
353219,22.317655,87.310981,15.78,1.33,-0.49,6.44,3.85,0.25,-0.92,40.86,36.45,-9.80,0.941,1.216,8.944
353367,22.317655,87.310981,15.78,1.05,-0.51,8.25,-3.85,-1.31,0.14,-51.99,-10.57,7.12,0.824,1.216,9.571
353516,22.317655,87.310981,15.78,1.49,0.42,7.10,1.25,-0.20,-0.16,34.22,7.48,-2.00,0.431,0.785,8.277
353722,22.317655,87.310981,15.78,1.19,-0.54,7.88,-0.30,-4.02,0.25,-7.52,-18.57,2.00,0.667,1.216,8.394
353927,22.317668,87.311027,15.78,1.29,0.01,8.86,-7.34,-2.10,0.53,-34.37,9.38,1.34,-0.157,0.941,8.983
354117,22.317668,87.311027,15.78,0.86,-0.27,7.75,2.43,-1.47,0.56,51.43,3.29,0.16,0.863,0.628,8.669
354214,22.317668,87.311027,15.78,0.58,-0.32,8.40,-0.08,-3.85,-0.08,-25.89,-24.47,-6.61,0.588,0.785,7.571
354366,22.317668,87.311027,15.78,1.25,-0.29,8.01,1.63,0.34,0.83,11.25,27.57,6.03,0.471,1.020,8.002
354511,22.317668,87.311027,15.78,0.88,-0.02,8.17,-1.29,-1.43,1.25,-20.11,-12.21,2.90,0.392,0.549,7.885
354720,22.317668,87.311027,15.78,0.97,-0.21,6.40,3.47,-1.32,0.95,22.75,0.51,-1.42,0.353,0.863,8.669
354926,22.317684,87.311065,15.78,0.57,0.13,7.86,1.46,-1.39,1.40,-9.75,-0.33,2.15,0.745,0.706,8.394
355118,22.317684,87.311065,15.78,1.12,-0.67,8.90,-1.38,-2.96,1.24,-14.79,-8.19,-0.80,0.353,0.392,9.257
355219,22.317684,87.311065,15.78,1.03,0.10,7.13,0.30,-0.87,1.37,16.63,20.71,1.21,1.098,0.745,8.394
355364,22.317684,87.311065,15.78,0.99,-0.02,8.99,-2.71,-1.26,1.13,-20.74,-2.68,-1.63,0.392,0.314,8.865
355514,22.317684,87.311065,15.78,0.86,0.08,8.04,4.56,-3.46,0.81,48.50,-14.66,-2.14,0.628,0.941,9.022
355721,22.317684,87.311065,15.78,0.97,-0.43,8.43,-3.44,-0.87,1.60,-38.65,12.50,3.84,0.235,0.549,8.002
355927,22.317687,87.311119,15.78,1.25,0.41,8.65,-2.59,0.69,1.23,4.11,7.56,-1.82,0.706,0.824,8.159
356117,22.317687,87.311119,15.78,0.26,0.33,6.92,-0.98,-1.53,1.60,8.48,-11.65,1.93,0.824,0.981,8.591
356215,22.317687,87.311119,15.78,1.02,-0.06,9.36,-4.53,-1.84,1.16,-36.30,-3.19,-4.44,0.628,0.510,8.787
356364,22.317687,87.311119,15.78,1.27,0.26,7.05,7.55,1.21,0.08,81.10,20.44,-7.27,-0.785,0.706,9.767
356511,22.317687,87.311119,15.78,1.22,0.24,8.49,-4.68,-0.95,0.59,-83.19,-14.70,3.48,-0.196,0.667,8.041
356719,22.317687,87.311119,15.78,1.18,-1.20,6.94,7.76,-1.38,-0.47,59.82,-2.06,-5.10,1.216,0.902,8.708
356925,22.317691,87.311172,15.78,0.85,-0.04,8.87,-2.53,-0.92,0.00,-49.95,2.26,2.30,0.588,0.706,8.630
357117,22.317691,87.311172,15.78,0.96,-0.61,9.07,-0.62,-1.82,-0.14,9.94,-4.73,-0.72,0.667,0.785,9.728
357218,22.317691,87.311172,15.78,0.61,-0.58,6.90,6.35,-1.34,-0.45,69.00,4.76,-3.10,0.941,0.706,8.591
357365,22.317691,87.311172,15.78,0.72,0.31,9.09,-2.60,-3.38,-0.50,-60.86,-13.87,-0.31,0.392,0.628,8.630
357516,22.317691,87.311172,15.78,0.24,-0.09,8.37,1.06,-3.11,0.13,24.22,1.82,4.15,0.471,0.549,8.041
357721,22.317691,87.311172,15.78,0.78,-0.86,8.75,3.44,-1.61,-0.41,11.62,7.30,-2.64,0.745,1.255,8.669
357927,22.317695,87.311225,15.78,0.85,0.53,6.89,-1.41,-1.47,1.47,-23.57,0.70,9.15,0.235,0.902,7.963
358119,22.317695,87.311225,15.78,1.12,0.39,6.93,2.23,-2.64,1.16,18.96,-6.12,-1.63,1.098,0.863,9.375
358217,22.317695,87.311225,15.78,1.09,-0.22,7.80,3.73,-1.79,0.81,15.35,8.72,-3.58,0.431,0.824,9.454
358364,22.317695,87.311225,15.78,0.99,-0.46,7.29,0.18,-2.29,1.24,-24.15,-3.43,2.91,0.628,0.588,7.649
358511,22.317695,87.311225,15.78,0.66,0.87,7.90,4.89,1.07,1.39,31.99,22.85,1.04,0.353,0.981,8.708
358714,22.317695,87.311225,15.78,0.62,-0.46,6.60,-3.23,-1.57,1.47,-39.97,-13.01,0.41,0.000,0.745,10.434
358920,22.317695,87.311225,15.78,0.59,0.22,8.60,1.27,-1.61,1.50,21.86,-0.19,0.15,-0.157,0.431,8.041
359111,22.317695,87.311225,15.78,0.50,0.15,10.16,2.29,-1.10,1.51,5.32,2.68,0.04,0.588,0.745,8.120
359209,22.317695,87.311225,15.78,1.23,-0.96,6.91,7.70,-0.23,1.29,55.23,8.88,-2.26,1.373,0.824,9.414
359356,22.317695,87.311225,15.78,0.66,0.21,7.62,-2.82,-3.15,1.33,-71.56,-19.89,0.26,1.059,0.471,9.493
359504,22.317695,87.311225,15.78,1.16,-0.11,7.29,2.63,-2.90,1.01,36.83,1.70,-2.17,1.059,0.706,7.885
359709,22.317695,87.311225,15.78,0.71,-0.92,9.81,-2.46,-1.10,1.90,-24.84,8.79,4.36,0.549,0.745,7.610
359914,22.317695,87.311225,15.78,1.23,-0.04,8.72,-1.88,-1.18,0.82,2.83,-0.41,-5.25,0.510,0.667,8.159
360105,22.317695,87.311225,15.78,0.88,-0.03,7.87,-3.28,-0.67,0.82,-7.35,2.68,-0.04,1.138,0.471,9.101
360207,22.317695,87.311225,15.78,1.47,-0.92,9.24,0.13,-1.76,0.78,33.45,-10.63,-0.37,0.706,0.628,7.218
360355,22.317695,87.311225,15.78,0.94,-0.31,8.34,-1.75,-2.09,0.73,-12.69,-2.27,-0.36,0.275,0.824,7.649
360505,22.317695,87.311225,15.78,1.21,0.53,8.23,2.45,0.75,1.32,27.99,18.93,3.97,0.667,0.981,8.591
360708,22.317695,87.311225,15.78,0.84,-0.53,7.73,3.43,0.18,0.22,4.81,-2.82,-5.41,0.824,0.785,9.140
360912,22.317695,87.311225,15.78,0.34,0.17,7.22,5.16,-3.13,0.54,8.49,-16.20,1.57,0.902,1.020,7.924
361104,22.317695,87.311225,15.78,0.82,-0.60,8.94,-2.12,-0.18,1.20,-37.93,15.35,3.42,0.667,1.059,8.669
361206,22.317695,87.311225,15.78,0.89,0.61,7.39,5.69,-1.60,-0.27,76.56,-13.85,-14.37,0.824,0.745,8.826
361356,22.317695,87.311225,15.78,1.03,-0.37,9.12,-1.56,-0.92,0.42,-48.30,4.48,4.58,0.392,0.706,8.748
361503,22.317695,87.311225,15.78,1.29,-0.40,7.44,-3.04,-1.57,0.30,-10.07,-4.41,-0.83,1.491,0.588,9.924
361712,22.317695,87.311225,15.78,0.98,0.15,7.32,2.66,-1.74,0.48,27.25,-0.80,0.88,1.177,0.549,10.003
361918,22.317695,87.311225,15.78,0.64,-0.87,6.42,4.67,-1.60,0.21,9.78,0.70,-1.30,0.431,0.667,8.944
362108,22.317695,87.311225,15.78,0.49,-0.40,7.27,1.05,0.01,0.90,-19.04,8.44,3.62,0.981,1.138,9.964
362209,22.317695,87.311225,15.78,0.37,-0.61,7.37,1.81,-1.35,0.77,7.48,-13.45,-1.28,0.941,0.706,8.669
362355,22.317695,87.311225,15.78,0.77,-0.71,8.05,-3.42,-2.72,0.86,-35.82,-9.36,0.63,1.098,0.353,7.492
362505,22.317695,87.311225,15.78,0.53,0.64,6.77,4.73,0.00,0.64,54.30,18.12,-1.48,0.314,0.824,8.748
362708,22.317695,87.311225,15.78,0.50,-0.47,8.30,-3.67,-4.11,1.37,-41.36,-20.23,3.61,0.941,1.020,8.434
362914,22.317695,87.311225,15.78,1.15,0.09,9.03,-6.63,-2.87,1.21,-14.38,6.00,-0.78,0.431,0.745,7.924
363106,22.317695,87.311225,15.78,1.43,-0.88,7.67,4.32,0.31,0.11,57.05,16.54,-5.73,1.334,0.431,8.983
363206,22.317695,87.311225,15.78,1.38,-0.45,6.76,5.76,-1.67,1.03,14.35,-19.77,9.16,1.098,0.824,8.041
363354,22.317695,87.311225,15.78,1.02,-0.71,9.53,-1.26,-3.71,0.21,-47.40,-13.77,-5.52,0.471,1.177,9.061
363504,22.317695,87.311225,15.78,1.15,0.24,9.15,-0.29,-3.35,1.82,6.46,2.39,10.74,0.275,0.549,7.492
363709,22.317695,87.311225,15.78,1.14,0.51,8.92,-1.25,-0.53,1.28,-4.69,13.74,-2.64,0.431,1.059,8.434
363914,22.317695,87.311225,15.78,0.95,-0.85,9.47,-0.15,-2.92,0.92,5.36,-11.66,-1.75,0.392,0.510,7.022
364105,22.317695,87.311225,15.78,0.87,-0.37,7.92,-8.63,-3.32,1.51,-44.40,-2.08,3.08,-0.118,0.431,8.826
364210,22.317695,87.311225,15.78,1.33,-0.28,8.12,-4.91,-1.24,1.56,35.48,19.77,0.44,0.863,0.902,8.826
364356,22.317695,87.311225,15.78,0.63,-0.16,7.96,-1.26,-2.35,1.44,24.99,-7.58,-0.78,1.020,0.667,7.767
364506,22.317695,87.311225,15.78,0.60,0.01,7.86,4.60,-0.87,0.79,39.03,9.87,-4.33,0.431,0.941,8.787
364709,22.317695,87.311225,15.78,0.71,-0.19,7.21,1.32,-1.80,0.73,-16.13,-4.59,-0.34,0.392,0.471,7.022
364915,22.317695,87.311225,15.78,1.29,0.14,9.47,-5.39,-3.07,0.70,-32.57,-6.15,-0.11,1.098,0.628,8.787
365107,22.317695,87.311225,15.78,1.30,-0.19,6.03,0.95,-1.19,1.26,33.00,9.78,2.90,0.275,1.098,9.257
365206,22.317695,87.311225,15.78,0.79,0.19,8.17,-1.67,-3.08,0.68,-26.45,-19.05,-5.86,1.294,0.353,8.669
365356,22.317695,87.311225,15.78,1.41,-0.04,6.56,5.38,-0.24,0.38,47.02,18.93,-1.98,0.628,0.745,8.944
365503,22.317695,87.311225,15.78,1.29,-0.14,8.48,-4.98,-2.50,1.16,-70.52,-15.37,5.30,0.353,0.471,7.845
365711,22.317695,87.311225,15.78,1.37,-1.70,7.53,4.51,-1.44,0.91,45.65,5.06,-1.21,-0.078,0.431,9.571
365916,22.317695,87.311225,15.78,0.84,-0.17,6.58,2.57,-0.49,0.59,-9.46,4.65,-1.56,0.706,1.216,8.748
366107,22.317695,87.311225,15.78,1.25,0.70,8.48,0.30,-1.18,0.53,-11.91,-3.60,-0.28,1.059,0.392,7.885
366210,22.317695,87.311225,15.78,1.37,-0.46,7.11,1.34,-2.23,0.47,10.08,-10.23,-0.59,0.157,0.392,7.885
366357,22.317695,87.311225,15.78,1.11,-0.66,8.50,-4.72,-3.71,0.79,-41.18,-10.07,2.18,1.255,0.235,7.845
366507,22.317695,87.311225,15.78,1.19,-0.77,8.06,3.29,0.24,1.58,53.38,26.31,5.24,0.902,0.981,9.297
366711,22.317695,87.311225,15.78,1.00,-0.34,8.90,-3.12,-1.46,1.54,-31.43,-8.31,-0.19,0.667,0.863,8.865
366916,22.317739,87.311660,15.78,0.71,0.39,8.02,-0.83,-2.42,1.82,11.17,-4.69,1.38,0.235,0.510,7.728
367108,22.317739,87.311660,15.78,0.79,0.35,7.52,1.27,-2.65,1.53,10.97,-1.19,-1.55,0.588,0.902,8.316
367208,22.317739,87.311660,15.78,0.76,-1.02,8.78,1.40,-2.25,1.50,1.22,3.97,-0.23,0.235,0.628,8.238
367353,22.317739,87.311660,15.78,0.87,-0.45,6.96,1.73,-1.19,0.78,2.32,7.32,-5.00,0.392,0.941,8.904
367499,22.317739,87.311660,15.78,0.52,-0.10,8.83,3.12,-2.07,1.02,9.52,-6.01,1.62,0.000,0.745,8.630
367703,22.317739,87.311660,15.78,1.27,-0.05,5.61,-0.69,-0.09,0.44,-18.71,9.69,-2.81,1.216,0.824,9.101
367907,22.317739,87.311660,15.78,0.85,0.49,8.72,-7.68,-0.91,0.59,-34.24,-4.00,0.71,1.138,0.667,8.904
368099,22.317739,87.311660,15.78,1.33,0.74,7.91,2.43,-2.63,0.15,52.64,-8.99,-2.31,1.608,1.098,8.865
368199,22.317739,87.311660,15.78,0.78,0.67,6.10,0.77,2.57,0.53,-16.56,52.06,3.89,-0.196,0.785,8.630
368346,22.317739,87.311660,15.78,1.29,-0.30,8.67,-9.76,-3.60,1.06,-71.61,-42.01,3.58,1.334,0.510,6.629
368495,22.317739,87.311660,15.78,1.08,-0.42,7.76,5.67,-0.64,-0.37,103.54,19.88,-9.63,-0.275,0.941,9.532
368705,22.317739,87.311660,15.78,0.83,-1.04,7.81,4.95,-2.01,0.12,-3.45,-6.51,2.36,0.706,1.059,6.590
368910,22.317739,87.311660,15.78,1.23,-0.30,9.52,-1.96,-0.84,0.91,-33.70,5.70,3.84,0.431,0.745,8.198
369100,22.317739,87.311660,15.78,1.50,-0.21,7.23,3.13,0.44,0.69,26.80,6.75,-1.12,0.785,0.785,6.629
369201,22.317739,87.311660,15.78,0.91,-0.31,8.76,6.76,0.68,1.40,35.98,2.34,6.95,1.255,0.785,8.944
369344,22.317739,87.311660,15.78,0.73,-0.32,7.82,0.85,-0.79,1.08,-41.37,-10.30,-2.19,0.902,0.941,8.041
369495,22.317739,87.311660,15.78,0.70,-0.40,8.48,2.30,-2.51,1.07,9.61,-11.37,-0.10,0.863,0.745,9.061
369700,22.317739,87.311660,15.78,1.21,0.04,7.35,0.56,0.44,0.70,-8.45,14.37,-1.79,0.392,0.745,8.944
369905,22.317739,87.311660,15.78,1.15,-0.82,6.95,-1.45,-0.73,0.85,-9.83,-5.70,0.71,0.392,0.588,8.983
370096,22.317739,87.311660,15.78,1.02,-0.48,8.47,1.52,-1.24,0.74,15.55,-2.64,-0.56,0.628,0.628,8.669
370198,22.317739,87.311660,15.78,1.54,0.03,8.39,1.74,0.29,0.73,2.17,14.97,-0.07,0.392,0.510,7.571
370341,22.317739,87.311660,15.78,0.54,0.06,9.69,-2.66,-3.67,0.92,-30.80,-27.71,1.33,0.667,0.667,8.277
370491,22.317739,87.311660,15.78,1.17,0.24,7.25,3.05,-1.49,0.54,38.12,14.55,-2.54,0.471,0.902,9.257
370696,22.317739,87.311660,15.78,0.67,-0.17,7.62,12.95,-1.74,0.13,48.30,-1.23,-2.01,0.078,0.549,7.375
370902,22.317739,87.311660,15.78,1.20,-0.24,9.47,2.22,-2.04,0.64,-52.10,-1.45,2.48,0.628,0.549,7.335
371094,22.317739,87.311660,15.78,0.99,-0.34,6.50,2.10,-1.00,0.61,-0.64,5.41,-0.16,0.392,0.902,8.198
371194,22.317739,87.311660,15.78,0.46,-0.02,9.12,-1.27,-2.39,0.55,-33.66,-13.89,-0.61,0.275,0.392,8.983
371345,22.317739,87.311660,15.78,0.91,-0.35,7.13,0.70,-1.00,0.89,13.04,9.20,2.27,0.157,0.588,8.787
371490,22.317739,87.311660,15.78,0.87,0.59,7.50,0.66,-0.33,1.38,-0.26,4.63,3.37,0.078,0.667,9.493
371693,22.317739,87.311660,15.78,0.83,-0.42,6.13,0.05,-1.50,1.79,-3.01,-5.79,2.03,0.314,0.000,8.473
371898,22.317739,87.311660,15.78,0.80,0.20,8.53,-3.51,-0.61,0.79,-17.39,4.36,-4.88,0.196,0.392,7.728
372089,22.317739,87.311660,15.78,1.17,0.10,9.10,1.98,-2.45,0.24,28.78,-9.63,-2.88,1.059,0.235,8.159
372191,22.317739,87.311660,15.78,0.90,-0.18,6.53,-1.64,-1.32,0.06,-35.55,11.08,-1.80,1.373,0.824,9.375
372340,22.317739,87.311660,15.78,1.00,0.23,7.71,3.93,-0.34,-0.29,37.40,6.56,-2.36,0.706,0.588,8.865
372487,22.317739,87.311660,15.78,0.91,0.80,7.06,2.25,-0.16,-0.31,-11.42,1.25,-0.10,0.235,0.667,9.218
372694,22.317739,87.311660,15.78,0.67,-0.64,7.75,-1.21,-2.50,-0.19,-16.74,-11.28,0.55,0.981,0.863,8.512
372899,22.317739,87.311660,15.78,0.45,0.37,8.55,-8.94,-3.24,0.25,-37.68,-3.65,2.16,0.039,0.824,8.512
373091,22.317739,87.311660,15.78,1.21,-0.67,6.44,2.92,-0.27,-1.03,61.78,15.47,-6.68,0.588,0.628,7.649
373193,22.317739,87.311660,15.78,0.81,-0.15,8.57,2.31,-3.62,-0.35,-5.99,-32.78,6.66,0.588,0.667,7.492
373342,22.317739,87.311660,15.78,0.98,0.28,6.72,1.43,-0.53,-0.82,-5.94,20.70,-3.13,1.059,0.941,9.454
373489,22.317739,87.311660,15.78,1.08,0.26,7.84,4.40,-2.69,-0.73,20.25,-14.64,0.62,0.353,0.628,8.238
373696,22.317739,87.311660,15.78,0.83,-0.02,8.37,-4.00,-2.14,-0.77,-40.60,2.66,-0.22,0.510,0.863,7.610
373901,22.317739,87.311660,15.78,0.87,-0.59,7.16,-2.26,-1.23,-1.30,8.49,4.43,-2.57,0.431,0.863,9.689
374092,22.317739,87.311660,15.78,1.15,-0.15,8.27,-2.53,-3.52,-0.50,-1.44,-11.99,4.20,0.745,0.902,8.159
374197,22.317739,87.311660,15.78,1.58,0.14,6.41,1.49,-0.19,-0.71,38.31,31.70,-2.04,0.588,0.785,9.101
374344,22.317739,87.311660,15.78,0.96,0.45,7.93,-4.34,-1.89,-0.03,-39.62,-11.58,4.62,0.981,1.098,7.610
374494,22.317739,87.311660,15.78,0.90,-0.02,7.02,3.62,-0.88,-0.69,53.03,6.77,-4.38,0.235,0.863,10.630
374701,22.317739,87.311660,15.78,1.34,-0.25,5.48,4.76,-0.37,0.26,5.49,2.47,4.57,0.941,0.628,10.434
374906,22.317739,87.311660,15.78,0.71,-0.30,8.50,0.17,-3.30,0.19,-22.38,-14.30,-0.34,0.706,0.785,7.375
375099,22.317739,87.311660,15.78,1.01,-0.59,7.13,-2.74,-1.69,1.05,-15.07,8.31,4.43,0.078,0.745,10.160
375202,22.317739,87.311660,15.78,1.11,-0.58,9.00,-1.40,-3.36,0.05,13.04,-16.16,-9.71,-0.039,0.706,6.002
375353,22.317739,87.311660,15.78,0.95,-1.93,10.05,-6.14,-2.15,0.60,-31.39,8.04,3.69,-0.431,0.549,6.708
375502,22.317739,87.311660,15.78,0.97,-0.15,9.50,10.65,-0.05,1.25,112.66,14.04,4.35,0.000,0.785,8.277
375710,22.317739,87.311660,15.78,0.84,-0.46,7.85,-5.30,1.26,2.31,-76.67,6.31,5.10,0.235,0.549,9.257
375915,22.317739,87.311660,15.78,1.26,-0.26,8.67,1.50,-1.70,1.02,33.18,-14.45,-6.29,0.667,0.549,10.317
376109,22.317739,87.311660,15.78,0.87,0.37,6.65,12.37,-1.43,1.44,55.99,1.42,2.16,2.197,0.235,5.923
376208,22.317739,87.311660,15.78,0.89,-0.26,5.77,12.14,2.21,1.17,-2.31,36.70,-2.78,0.235,1.098,10.905
376356,22.317739,87.311660,15.78,0.26,-0.58,8.90,1.73,-2.13,1.99,-70.30,-29.30,5.57,0.392,0.275,6.669
376505,22.317739,87.311660,15.78,1.11,-0.64,7.25,-3.82,-3.34,1.94,-37.30,-8.15,-0.36,1.608,0.431,8.748
376713,22.317739,87.311660,15.78,0.82,0.80,7.07,-4.59,-2.08,2.85,-3.67,6.06,4.37,0.549,0.785,10.317
376919,22.317775,87.312187,15.78,0.64,1.07,10.82,-4.20,-0.34,2.94,1.89,8.49,0.44,-0.078,-0.157,6.041
377110,22.317775,87.312187,15.78,1.45,-0.73,10.99,-4.80,-1.11,2.38,-3.16,-4.04,-2.92,0.157,0.275,9.454
377213,22.317775,87.312187,15.78,0.10,-0.78,8.33,6.76,-4.95,2.01,112.21,-37.35,-3.63,2.236,1.294,10.277
377364,22.317775,87.312187,15.78,0.40,0.17,5.61,-15.69,-2.48,3.74,-148.68,16.38,11.48,2.824,0.000,9.807
377515,22.317775,87.312187,15.78,0.28,0.48,8.00,10.86,-0.69,1.95,175.88,11.83,-11.83,0.785,-0.196,7.885
377723,22.317775,87.312187,15.78,0.38,-0.34,6.77,0.99,-0.79,3.34,-47.45,-0.48,6.68,0.275,0.510,6.904
377914,22.317775,87.312187,15.78,0.69,-1.00,7.24,0.86,0.23,2.65,-0.68,5.36,-3.64,0.392,0.275,10.003
378106,22.317775,87.312187,15.78,0.24,0.14,8.57,-0.10,8.24,2.45,-5.01,41.75,-1.03,0.981,-0.510,8.787
378208,22.317775,87.312187,15.78,1.23,-0.47,6.72,4.66,5.24,2.95,46.62,-29.49,4.94,1.804,0.549,12.788
378355,22.317775,87.312187,15.78,-0.32,-1.30,5.02,0.18,-1.50,0.39,-30.48,-45.80,-17.45,0.118,0.706,8.238
378507,22.317775,87.312187,15.78,0.53,1.12,7.77,-6.88,-2.09,0.83,-46.40,-3.92,2.91,1.922,0.000,15.298
378715,22.317775,87.312187,15.78,0.30,0.71,6.13,2.18,-2.35,2.51,43.56,-1.25,8.07,1.020,0.588,11.533
378920,22.317785,87.312278,15.78,-1.15,0.65,9.08,-7.31,3.80,1.67,-46.32,30.01,-4.10,1.922,0.941,10.748
379114,22.317785,87.312278,15.78,0.46,0.02,5.20,7.73,-8.24,-0.23,77.52,-62.05,-9.80,0.824,-0.902,9.964
379215,22.317785,87.312278,15.78,0.61,0.70,5.45,4.69,-1.31,-1.11,-30.01,68.63,-8.69,1.412,0.431,8.630
379364,22.317785,87.312278,15.78,1.49,0.75,8.77,-8.37,-3.31,1.09,-87.71,-13.42,14.75,0.667,-0.078,8.238
379514,22.317785,87.312278,15.78,0.96,-0.14,7.99,2.02,-3.67,0.40,69.26,-2.44,-4.63,0.785,0.431,11.023
379721,22.317785,87.312278,15.78,1.76,0.72,5.74,4.09,-7.19,1.42,10.03,-17.00,4.94,1.177,0.941,9.964
379926,22.317787,87.312324,15.78,0.94,0.70,5.44,0.60,-8.11,2.39,-17.05,-4.47,4.73,0.863,0.275,7.100
380118,22.317787,87.312324,15.78,0.72,-0.33,9.43,-4.11,-3.41,1.44,-24.49,24.45,-4.97,0.549,0.392,7.453
380219,22.317787,87.312324,15.78,1.06,-0.09,8.35,-6.25,2.45,3.33,-21.24,58.05,18.74,1.648,-0.353,10.120
380369,22.317787,87.312324,15.78,0.23,-0.30,7.43,0.31,-2.93,1.50,43.72,-35.88,-12.21,0.628,1.138,9.846
380519,22.317787,87.312324,15.78,0.89,0.87,8.36,1.85,1.56,1.60,10.28,29.97,0.66,1.412,0.157,8.983
380721,22.317787,87.312324,15.78,-0.03,0.00,8.13,-0.39,-3.96,0.55,-11.07,-27.36,-5.18,0.549,0.588,7.924
380913,22.317787,87.312324,15.78,0.54,0.99,8.79,-7.93,1.15,1.90,-39.28,26.60,7.04,0.981,-0.078,8.591
381106,22.317787,87.312324,15.78,0.34,-0.12,6.74,-0.62,-0.57,1.24,37.89,-8.90,-3.44,0.706,-0.549,7.257
381209,22.317787,87.312324,15.78,0.56,-0.56,8.82,-11.42,-2.17,0.78,-104.87,-15.49,-4.45,0.353,-0.196,7.492
381363,22.317787,87.312324,15.78,0.34,-0.52,6.03,-2.23,2.18,0.40,59.68,28.20,-2.48,0.196,0.078,7.767
381510,22.317787,87.312324,15.78,0.98,-1.07,8.87,-1.43,-0.40,0.95,5.45,-17.55,3.79,0.863,0.118,7.728
381716,22.317787,87.312324,15.78,0.14,-0.58,6.34,12.59,-7.60,0.58,68.04,-34.91,-1.82,0.000,0.353,7.218
381910,22.317787,87.312324,15.78,0.76,0.61,9.94,-15.79,-1.26,1.84,-146.30,32.66,6.49,-0.039,0.196,7.924
382102,22.317787,87.312324,15.78,-0.67,-0.36,7.57,-9.74,-1.08,1.48,31.53,0.95,-1.87,0.628,0.196,10.434
382204,22.317787,87.312324,15.78,1.28,0.21,3.42,1.00,3.67,0.03,105.30,46.55,-14.22,0.275,-0.471,7.375
382352,22.317787,87.312324,15.78,0.72,-0.06,7.89,0.56,-2.90,0.01,-2.99,-44.41,-0.15,0.667,0.588,9.414
382501,22.317787,87.312324,15.78,0.32,-0.48,6.87,4.82,-4.01,-2.44,28.64,-7.43,-16.39,0.196,0.863,7.806
382709,22.317787,87.312324,15.78,1.54,0.59,8.24,1.23,-0.98,-2.05,-17.29,14.57,1.83,0.824,0.549,6.786
382915,22.317798,87.312469,15.78,1.10,-0.54,8.59,-1.23,-5.56,-1.49,-11.93,-22.23,2.74,0.275,-0.157,10.081
383109,22.317798,87.312469,15.78,0.68,-0.41,5.26,5.71,-1.38,-1.18,35.77,21.52,1.57,0.431,-0.628,7.022
383209,22.317798,87.312469,15.78,0.33,0.95,9.83,-4.98,-2.49,0.24,-106.95,-11.07,14.27,0.118,0.392,8.238
383360,22.317798,87.312469,15.78,-0.20,0.99,7.78,3.09,-3.21,0.34,53.49,-4.80,0.66,0.549,-0.314,9.846
383507,22.317798,87.312469,15.78,1.11,-0.13,8.70,0.46,-0.25,1.37,-17.92,20.15,7.01,0.314,0.392,8.708
383714,22.317798,87.312469,15.78,0.51,-0.51,7.43,-0.36,-4.15,2.98,-3.95,-18.84,7.74,-0.157,-0.314,10.160
383921,22.317802,87.312530,15.78,1.25,-2.60,5.71,4.47,-1.69,2.51,23.34,11.91,-2.25,0.118,1.059,9.454
384112,22.317802,87.312530,15.78,0.02,1.36,10.87,-9.39,-1.15,2.57,-72.58,2.84,0.32,1.138,0.824,11.062
384214,22.317802,87.312530,15.78,-0.40,0.58,8.92,-9.02,-7.18,3.40,3.59,-59.20,8.08,1.138,0.471,6.904
384360,22.317802,87.312530,15.78,2.07,0.51,6.87,-3.35,-2.82,3.61,38.85,29.91,1.46,2.471,-0.118,7.806
384508,22.317802,87.312530,15.78,1.58,-1.27,2.79,8.49,-0.32,1.47,80.00,16.87,-14.49,1.020,-0.785,5.884
384716,22.317802,87.312530,15.78,-0.29,-1.23,5.46,16.97,11.12,5.24,40.77,55.01,18.17,-0.549,1.608,4.158
384924,22.317811,87.312576,15.78,2.61,-0.75,7.43,3.08,4.34,1.89,-66.76,-32.59,-16.15,2.001,-0.157,14.161
385118,22.317811,87.312576,15.78,-0.12,0.39,11.88,-12.70,-5.27,0.03,-81.37,-49.58,-9.56,-0.785,-0.785,8.826
385225,22.317811,87.312576,15.78,-0.34,0.01,11.39,-2.41,-4.91,-0.99,96.17,3.42,-9.56,0.667,-0.039,5.923
385376,22.317811,87.312576,15.78,-0.48,-1.32,5.79,7.66,0.19,0.77,66.68,33.77,11.68,0.118,0.471,8.669
385523,22.317811,87.312576,15.78,0.71,-0.00,9.71,-11.16,2.18,3.56,-128.01,13.55,18.95,1.216,-0.392,7.061
385732,22.317811,87.312576,15.78,0.06,-1.40,8.46,3.93,-6.15,1.18,72.21,-39.85,-11.40,-0.275,-0.314,6.119
385926,22.317811,87.312576,15.78,2.16,0.42,9.49,1.06,2.79,2.89,-14.79,46.04,8.85,0.471,-0.039,9.179
386117,22.317811,87.312576,15.78,0.78,-0.39,6.15,-0.79,-3.73,0.85,-9.71,-34.09,-10.67,0.471,0.275,9.454
386220,22.317811,87.312576,15.78,-0.04,0.17,8.71,-0.96,-0.54,-0.03,-1.63,30.90,-8.60,0.039,0.353,7.649
386369,22.317811,87.312576,15.78,1.57,-1.60,5.99,1.03,5.27,0.68,13.37,38.99,4.76,0.785,-0.196,11.101
386516,22.317811,87.312576,15.78,-0.27,-0.63,9.09,-3.56,-2.18,0.04,-31.21,-50.68,-4.36,0.902,-0.235,9.571
