Time(ms),Lat,Lon,Speed(kmph),Ax,Ay,Az,Gx,Gy,Gz,AlphaX,AlphaY,AlphaZ,Ax_ADXL,Ay_ADXL,Az_ADXL
1810,22.319267,87.302673,0.13,0.16,-0.03,8.10,-0.31,-1.55,0.85,0.41,0.37,-0.87,0.392,-0.078,8.591
2012,22.319267,87.302673,0.13,0.17,-0.08,8.07,-0.31,-1.69,0.96,0.00,-0.68,0.57,0.392,-0.078,8.630
2199,22.319267,87.302673,0.13,0.14,-0.02,7.97,-0.37,-1.58,0.86,-0.33,0.57,-0.53,0.431,-0.118,8.512
2298,22.319267,87.302673,0.13,0.13,-0.06,7.96,-0.49,-1.49,0.90,-1.16,0.93,0.39,0.392,-0.118,8.630
2443,22.319267,87.302673,0.13,0.15,-0.09,8.07,-0.39,-1.52,0.90,0.68,-0.21,0.00,0.392,-0.118,8.591
2587,22.319267,87.302673,0.13,0.14,-0.04,8.02,-0.31,-1.53,0.80,0.58,-0.05,-0.69,0.392,-0.157,8.591
2788,22.319267,87.302673,0.13,0.15,-0.05,8.10,-0.60,-1.65,1.06,-1.44,-0.61,1.29,0.392,0.000,8.669
2977,22.319263,87.302673,0.19,0.13,-0.04,7.99,-0.40,-1.57,0.98,1.01,0.40,-0.40,0.431,-0.039,8.669
3166,22.319263,87.302673,0.19,0.19,0.01,7.98,-0.29,-1.44,0.93,0.61,0.73,-0.28,0.431,-0.157,8.551
3264,22.319263,87.302673,0.19,0.13,-0.12,8.10,-0.44,-1.55,0.92,-1.56,-1.17,-0.08,0.431,-0.118,8.630
3410,22.319263,87.302673,0.19,0.11,-0.10,8.10,-0.47,-1.66,0.97,-0.16,-0.78,0.31,0.353,-0.118,8.591
3556,22.319263,87.302673,0.19,0.12,-0.06,7.99,-0.38,-1.63,0.99,0.58,0.26,0.16,0.392,-0.118,8.551
3737,22.319263,87.302673,0.19,0.22,-0.02,8.08,-0.35,-1.60,0.89,0.17,0.17,-0.59,0.353,-0.118,8.551
3941,22.319259,87.302673,0.13,0.13,-0.02,8.06,-0.58,-1.70,0.76,-1.12,-0.52,-0.60,0.392,-0.078,8.630
4129,22.319259,87.302673,0.13,0.21,-0.04,8.08,-0.26,-1.48,1.00,1.71,1.18,1.26,0.431,-0.078,8.591
4246,22.319259,87.302673,0.13,0.15,0.01,8.10,-0.26,-1.53,0.93,0.00,-0.39,-0.59,0.392,-0.157,8.591
4383,22.319259,87.302673,0.13,0.11,-0.08,8.06,-0.24,-1.56,1.04,0.17,-0.22,0.78,0.392,-0.118,8.551
4528,22.319259,87.302673,0.13,0.11,-0.05,8.07,-0.35,-1.55,0.75,-0.79,0.05,-2.00,0.431,-0.118,8.512
4673,22.319259,87.302673,0.13,0.18,-0.07,8.08,-0.32,-1.45,0.85,0.21,0.68,0.68,0.392,-0.118,8.669
4874,22.319259,87.302673,0.13,0.14,-0.07,8.03,-0.40,-1.71,0.73,-0.42,-1.29,-0.61,0.392,-0.196,8.630
5062,22.319259,87.302673,0.13,0.14,-0.10,7.98,-0.34,-1.57,1.02,0.32,0.73,1.54,0.392,-0.118,8.551
5229,22.319259,87.302673,0.13,0.11,-0.06,8.03,-0.24,-1.73,0.89,0.64,-0.91,-0.78,0.431,-0.118,8.591
5321,22.319259,87.302673,0.13,0.14,-0.02,8.01,-0.34,-1.47,0.79,-1.16,2.74,-1.00,0.392,-0.118,8.512
5467,22.319259,87.302673,0.13,0.13,-0.10,7.98,-0.34,-1.54,1.01,0.05,-0.47,1.46,0.392,-0.157,8.591
5611,22.319259,87.302673,0.13,0.21,-0.04,7.98,-0.31,-1.60,0.98,0.16,-0.37,-0.16,0.392,-0.157,8.591
5815,22.319259,87.302673,0.13,0.16,-0.11,8.06,-0.31,-1.71,0.93,0.00,-0.56,-0.26,0.353,-0.078,8.630
6016,22.319259,87.302673,0.13,0.17,-0.06,8.03,-0.31,-1.53,0.86,0.00,0.87,-0.34,0.392,-0.039,8.551
6203,22.319259,87.302673,0.13,0.19,-0.05,7.94,-0.31,-1.51,0.86,0.00,0.12,0.00,0.392,-0.118,8.551
6300,22.319259,87.302673,0.13,0.14,-0.10,8.07,-0.21,-1.47,0.98,1.10,0.39,1.26,0.431,-0.118,8.591
6443,22.319259,87.302673,0.13,0.15,-0.10,8.02,-0.40,-1.60,1.06,-1.39,-0.85,0.53,0.392,-0.078,8.551
6589,22.319259,87.302673,0.13,0.12,-0.06,7.91,-0.40,-1.63,0.80,0.00,-0.26,-1.78,0.392,-0.118,8.591
6791,22.319248,87.302665,0.09,0.14,-0.06,8.07,-0.52,-1.56,0.87,-0.57,0.34,0.34,0.431,-0.078,8.591
6988,22.319248,87.302665,0.09,0.13,-0.08,8.08,-0.31,-1.66,0.96,1.05,-0.46,0.46,0.431,-0.078,8.630
7178,22.319248,87.302665,0.09,0.10,-0.02,7.95,-0.46,-1.58,0.92,-0.76,0.40,-0.24,0.392,-0.078,8.551
7278,22.319248,87.302665,0.09,0.18,0.00,8.04,-0.39,-1.53,0.95,0.69,0.53,0.31,0.392,-0.157,8.551
7420,22.319248,87.302665,0.09,0.14,-0.04,8.13,-0.41,-1.72,0.81,-0.16,-1.34,-0.97,0.392,-0.118,8.512
7567,22.319248,87.302665,0.09,0.18,-0.10,8.08,-0.33,-1.63,0.94,0.57,0.62,0.88,0.392,-0.118,8.512
7755,22.319248,87.302665,0.09,0.11,-0.09,8.06,-0.36,-1.63,0.85,-0.16,-0.04,-0.49,0.392,-0.157,8.591
7952,22.319246,87.302665,0.02,0.18,-0.09,7.99,-0.31,-1.44,0.95,0.23,0.97,0.50,0.431,-0.196,8.630
8140,22.319246,87.302665,0.02,0.18,-0.02,7.99,-0.31,-1.65,1.05,0.04,-1.10,0.53,0.392,-0.118,8.591
8243,22.319246,87.302665,0.02,0.13,-0.07,7.98,-0.34,-1.59,0.91,-0.30,0.59,-1.33,0.431,-0.118,8.591
8384,22.319246,87.302665,0.02,0.12,0.00,7.98,-0.32,-1.57,0.95,0.11,0.11,0.27,0.392,-0.118,8.551
8527,22.319246,87.302665,0.02,0.16,-0.04,8.06,-0.28,-1.58,0.92,0.27,-0.05,-0.21,0.392,-0.157,8.512
8673,22.319246,87.302665,0.02,0.11,-0.05,8.07,-0.34,-1.51,0.94,-0.42,0.47,0.16,0.392,0.000,8.591
8873,22.319246,87.302665,0.02,0.16,0.00,8.08,-0.34,-1.39,0.95,0.00,0.61,0.04,0.392,-0.039,8.630
9060,22.319246,87.302665,0.02,0.17,-0.09,8.02,-0.47,-1.63,0.89,-0.69,-1.31,-0.29,0.431,-0.039,8.591
9227,22.319246,87.302665,0.02,0.15,-0.05,8.04,-0.44,-1.59,1.01,0.18,0.27,0.69,0.431,-0.118,8.669
9317,22.319246,87.302665,0.02,0.19,-0.04,8.08,-0.37,-1.69,0.98,0.85,-1.19,-0.34,0.392,-0.078,8.473
9462,22.319246,87.302665,0.02,0.17,-0.09,8.10,-0.31,-1.57,0.91,0.42,0.84,-0.47,0.392,-0.157,8.551
9607,22.319246,87.302665,0.02,0.16,-0.05,8.11,-0.39,-1.60,0.92,-0.58,-0.21,0.11,0.392,-0.118,8.551
9811,22.319246,87.302665,0.02,0.10,-0.08,8.00,-0.41,-1.65,0.92,-0.11,-0.22,0.00,0.431,-0.039,8.591
10011,22.319246,87.302665,0.02,0.15,-0.02,8.07,-0.28,-1.57,0.98,0.65,0.38,0.27,0.392,-0.118,8.591
10200,22.319246,87.302665,0.02,0.20,-0.05,8.08,-0.48,-1.50,1.00,-1.05,0.40,0.12,0.392,-0.078,8.591
10299,22.319246,87.302665,0.02,0.16,-0.02,8.09,-0.29,-1.37,0.94,1.93,1.23,-0.62,0.353,-0.118,8.630
10444,22.319246,87.302665,0.02,0.13,-0.07,8.14,-0.27,-1.44,0.94,0.11,-0.42,0.00,0.392,-0.157,8.551
10590,22.319246,87.302665,0.02,0.16,-0.03,8.07,-0.39,-1.65,0.90,-0.78,-1.46,-0.26,0.431,-0.118,8.591
10796,22.319232,87.302665,0.13,0.12,-0.08,8.17,-0.24,-1.42,0.89,0.74,1.11,-0.07,0.392,-0.078,8.591
10995,22.319232,87.302665,0.13,0.16,-0.07,8.07,-0.15,-1.72,1.02,0.42,-1.50,0.65,0.431,-0.039,8.669
11185,22.319232,87.302665,0.13,0.12,-0.05,8.09,-0.34,-1.55,0.95,-0.96,0.88,-0.36,0.392,-0.118,8.591
11286,22.319232,87.302665,0.13,0.15,-0.06,8.05,-0.28,-1.63,0.96,0.53,-0.83,0.15,0.392,-0.078,8.551
11431,22.319232,87.302665,0.13,0.16,-0.06,8.04,-0.47,-1.57,0.83,-1.26,0.42,-0.89,0.431,-0.118,8.512
11578,22.319232,87.302665,0.13,0.19,-0.09,8.05,-0.27,-1.54,0.98,1.35,0.21,0.99,0.431,-0.118,8.512
11776,22.319232,87.302665,0.13,0.08,-0.12,8.09,-0.32,-1.47,1.03,-0.27,0.39,0.27,0.392,-0.078,8.669
11969,22.319229,87.302658,0.04,0.14,-0.06,8.06,-0.47,-1.60,1.11,-0.79,-0.67,0.40,0.353,-0.118,8.591
12158,22.319229,87.302658,0.04,0.19,0.02,8.02,-0.32,-1.57,0.86,0.81,0.12,-1.29,0.392,-0.157,8.551
12258,22.319229,87.302658,0.04,0.09,0.00,8.07,-0.41,-1.49,0.94,-0.92,0.84,0.76,0.431,-0.118,8.551
12402,22.319229,87.302658,0.04,0.21,-0.11,8.04,-0.28,-1.62,1.05,0.90,-0.90,0.74,0.392,-0.118,8.591
12548,22.319229,87.302658,0.04,0.19,-0.08,8.03,-0.38,-1.59,1.13,-0.68,0.21,0.58,0.431,-0.196,8.551
12732,22.319229,87.302658,0.04,0.15,-0.00,8.02,-0.31,-1.65,0.91,0.37,-0.33,-1.20,0.392,-0.078,8.591
12937,22.319227,87.302658,0.02,0.14,-0.03,8.04,-0.30,-1.44,1.03,0.07,1.01,0.60,0.392,-0.078,8.591
13124,22.319227,87.302658,0.02,0.13,-0.05,8.13,-0.30,-1.70,1.01,0.00,-1.39,-0.12,0.471,-0.039,8.591
13238,22.319227,87.302658,0.02,0.18,-0.04,8.12,-0.19,-1.63,0.85,0.94,0.67,-1.41,0.392,-0.118,8.512
13376,22.319227,87.302658,0.02,0.14,-0.09,8.05,-0.40,-1.76,0.96,-1.55,-1.00,0.83,0.431,-0.118,8.591
13522,22.319227,87.302658,0.02,0.12,-0.03,8.08,-0.31,-1.57,0.98,0.63,1.31,0.16,0.392,-0.078,8.551
13667,22.319227,87.302658,0.02,0.12,-0.09,8.11,-0.32,-1.53,1.03,-0.05,0.32,0.32,0.392,-0.157,8.630
13870,22.319227,87.302658,0.02,0.15,-0.07,8.18,-0.27,-1.57,1.05,0.26,-0.23,0.08,0.431,-0.157,8.630
14059,22.319227,87.302658,0.02,0.11,-0.03,8.04,-0.40,-1.44,0.90,-0.73,0.73,-0.77,0.392,-0.078,8.591
14225,22.319227,87.302658,0.02,0.16,-0.06,8.05,-0.53,-1.51,0.92,-0.74,-0.46,0.09,0.392,-0.118,8.551
14318,22.319227,87.302658,0.02,0.10,-0.11,8.08,-0.33,-1.66,0.81,2.13,-1.56,-1.15,0.353,-0.157,8.708
14466,22.319227,87.302658,0.02,0.17,-0.07,8.00,-0.35,-1.58,0.85,-0.15,0.52,0.26,0.392,-0.157,8.551
14611,22.319227,87.302658,0.02,0.17,-0.08,7.98,-0.46,-1.59,0.83,-0.74,-0.05,-0.11,0.392,-0.039,8.591
14817,22.319227,87.302658,0.02,0.13,-0.04,8.11,-0.22,-1.54,0.94,1.15,0.22,0.52,0.392,-0.118,8.630
15020,22.319227,87.302658,0.02,0.20,-0.07,8.04,-0.45,-1.43,0.92,-1.13,0.56,-0.08,0.392,-0.078,8.551
15208,22.319227,87.302658,0.02,0.12,-0.06,8.10,-0.34,-1.64,0.95,0.57,-1.14,0.16,0.392,-0.118,8.551
15304,22.319227,87.302658,0.02,0.16,-0.04,8.10,-0.34,-1.66,0.94,0.00,-0.16,-0.16,0.431,-0.157,8.512
15451,22.319227,87.302658,0.02,0.09,-0.08,8.08,-0.35,-1.49,0.84,-0.05,1.14,-0.68,0.392,-0.157,8.630
15597,22.319227,87.302658,0.02,0.12,-0.01,8.06,-0.18,-1.60,0.89,1.20,-0.73,0.37,0.431,-0.118,8.551
15801,22.319221,87.302665,0.07,0.15,-0.05,8.05,-0.38,-1.56,0.94,-1.01,0.19,0.22,0.392,-0.118,8.591
16003,22.319221,87.302665,0.07,0.11,-0.03,8.04,-0.40,-1.58,0.95,-0.11,-0.11,0.08,0.392,-0.078,8.551
16191,22.319221,87.302665,0.07,0.19,-0.10,8.10,-0.27,-1.56,0.90,0.69,0.12,-0.28,0.392,-0.078,8.591
16290,22.319221,87.302665,0.07,0.17,-0.09,8.07,-0.32,-1.38,0.95,-0.46,1.77,0.46,0.392,-0.157,8.591
16436,22.319221,87.302665,0.07,0.15,-0.00,8.04,-0.40,-1.71,1.05,-0.58,-2.25,0.68,0.431,-0.196,8.512
16582,22.319221,87.302665,0.07,0.12,-0.05,8.05,-0.27,-1.57,0.89,0.94,0.94,-1.05,0.392,-0.157,8.512
16784,22.319221,87.302665,0.13,0.06,-0.05,8.03,-0.61,-1.39,1.07,-1.70,0.91,0.87,0.392,-0.078,8.591
16982,22.319221,87.302665,0.13,0.21,-0.04,8.08,-0.56,-1.34,0.90,0.27,0.23,-0.85,0.392,-0.039,8.591
17171,22.319221,87.302665,0.13,0.16,-0.00,8.04,-0.30,-1.49,1.02,1.37,-0.77,0.61,0.392,-0.196,8.551
17270,22.319221,87.302665,0.13,0.15,-0.06,8.05,-0.21,-1.63,0.90,0.93,-1.47,-1.16,0.431,-0.157,8.551
17417,22.319221,87.302665,0.13,0.23,-0.08,8.05,-0.31,-1.56,0.85,-0.68,0.52,-0.36,0.392,-0.157,8.512
17563,22.319221,87.302665,0.13,0.12,-0.03,8.11,-0.35,-1.55,0.88,-0.31,0.05,0.21,0.392,-0.118,8.591
17756,22.319221,87.302665,0.13,0.16,-0.06,8.07,-0.39,-1.61,1.02,-0.20,-0.32,0.75,0.353,-0.039,8.591
17953,22.319221,87.302665,0.06,0.24,0.09,8.12,-0.34,-1.56,1.13,0.23,0.23,0.54,0.471,-0.196,8.591
18141,22.319221,87.302665,0.06,0.00,-0.13,8.06,-0.22,-1.77,0.56,0.65,-1.10,-3.05,0.431,-0.118,8.512
18242,22.319221,87.302665,0.06,0.12,-0.03,8.02,-0.36,-1.82,1.01,-1.36,-0.45,4.46,0.471,-0.078,8.512
18387,22.319221,87.302665,0.06,0.24,-0.09,7.99,-0.41,-1.48,0.77,-0.37,2.32,-1.63,0.431,-0.118,8.591
18534,22.319221,87.302665,0.06,0.11,-0.09,8.15,-0.37,-1.53,1.11,0.26,-0.31,2.28,0.431,-0.196,8.591
18715,22.319221,87.302665,0.06,0.17,0.02,8.10,-0.24,-1.71,1.05,0.72,-1.01,-0.30,0.353,-0.078,8.551
18919,22.319223,87.302665,0.15,0.18,-0.02,8.07,-0.52,-1.41,0.87,-1.35,1.46,-0.90,0.392,-0.118,8.708
19106,22.319223,87.302665,0.15,0.09,-0.05,8.05,-0.36,-1.56,0.86,0.86,-0.82,-0.04,0.392,-0.118,8.669
19235,22.319223,87.302665,0.15,0.18,-0.06,8.02,-0.26,-1.65,1.00,0.77,-0.65,1.07,0.392,-0.157,8.591
19364,22.319223,87.302665,0.15,0.13,-0.08,8.10,-0.27,-1.67,0.80,-0.12,-0.18,-1.54,0.431,-0.157,8.551
19513,22.319223,87.302665,0.15,0.20,-0.06,8.12,-0.28,-1.94,1.11,-0.05,-1.79,2.05,0.392,-0.078,8.551
19659,22.319223,87.302665,0.15,0.13,-0.08,8.03,-0.27,-1.53,1.08,0.05,2.77,-0.21,0.392,-0.039,8.669
19862,22.319223,87.302665,0.15,0.14,-0.05,8.01,-0.37,-1.45,0.84,-0.49,0.41,-1.17,0.431,-0.118,8.551
20051,22.319223,87.302665,0.15,0.11,-0.09,8.02,-0.27,-1.43,0.93,0.57,0.12,0.48,0.314,-0.078,8.551
20231,22.319223,87.302665,0.15,0.14,-0.03,8.20,-0.42,-1.35,0.89,-0.85,0.42,-0.25,0.392,-0.157,8.630
20324,22.319223,87.302665,0.15,0.16,-0.00,8.08,-0.22,-1.82,0.86,2.13,-5.01,-0.25,0.392,-0.078,8.591
20470,22.319223,87.302665,0.15,0.11,-0.13,8.17,-0.50,-1.47,0.90,-1.93,2.41,0.26,0.471,-0.118,8.512
20616,22.319223,87.302665,0.15,0.11,-0.15,7.98,-0.48,-1.26,0.92,0.16,1.41,0.16,0.431,-0.157,8.551
20817,22.319223,87.302665,0.15,0.26,-0.08,8.07,-0.56,-1.35,1.15,-0.38,-0.46,1.10,0.510,-0.118,8.551
21020,22.319223,87.302665,0.15,0.10,-0.01,8.17,-0.42,-1.82,1.14,0.68,-2.33,-0.04,0.353,-0.118,8.591
21210,22.319223,87.302665,0.15,0.22,0.06,7.96,-0.37,-1.59,0.91,0.24,1.25,-1.21,0.314,0.000,8.512
21304,22.319223,87.302665,0.15,0.18,0.00,8.19,-0.11,-1.37,0.82,2.76,2.27,-0.97,0.392,-0.235,8.551
21448,22.319223,87.302665,0.15,0.15,0.00,8.19,-0.18,-1.50,0.85,-0.42,-0.85,0.21,0.471,-0.235,8.551
21594,22.319223,87.302665,0.15,0.20,-0.16,7.95,-0.06,-1.68,0.87,0.78,-1.25,0.16,0.353,-0.078,8.551
21797,22.319234,87.302680,0.15,0.06,-0.03,8.15,-0.26,-1.41,1.14,-0.98,1.32,1.32,0.392,-0.275,8.630
22001,22.319234,87.302680,0.15,0.20,0.01,8.07,-0.40,-1.91,1.10,-0.71,-2.43,-0.19,0.431,-0.039,8.669
22190,22.319234,87.302680,0.15,0.10,-0.02,8.08,-0.56,-1.52,0.69,-0.85,2.06,-2.18,0.275,-0.196,8.630
22290,22.319234,87.302680,0.15,0.08,-0.06,8.19,-0.27,-1.63,1.19,2.98,-1.15,5.04,0.471,-0.196,8.551
22435,22.319234,87.302680,0.15,0.16,-0.02,8.10,-0.23,-1.74,0.97,0.26,-0.74,-1.53,0.353,-0.157,8.551
22582,22.319234,87.302680,0.15,0.09,-0.01,8.11,-0.24,-1.85,0.99,-0.05,-0.73,0.16,0.353,-0.078,8.748
22785,22.319234,87.302680,0.09,0.14,-0.02,8.01,-0.29,-1.44,0.75,-0.26,2.03,-1.20,0.392,-0.196,8.473
22982,22.319234,87.302680,0.09,-0.05,-0.15,8.08,-0.44,-1.48,0.82,-0.74,-0.23,0.35,0.431,-0.196,8.708
23172,22.319234,87.302680,0.09,0.25,-0.11,8.06,-0.47,-2.77,1.15,-0.16,-6.79,1.73,0.392,-0.392,8.591
23273,22.319234,87.302680,0.09,0.15,-0.08,8.16,0.15,-2.26,0.79,6.05,5.06,-3.55,0.471,0.000,8.434
23416,22.319234,87.302680,0.09,0.25,0.03,8.03,-0.50,-1.42,1.10,-4.54,5.87,2.19,0.314,-0.078,8.473
23561,22.319234,87.302680,0.09,0.10,-0.01,7.92,-0.75,-1.05,0.92,-1.68,2.58,-1.26,0.510,-0.118,8.708
23754,22.319234,87.302680,0.09,0.16,-0.10,8.01,-0.27,-1.18,0.95,2.49,-0.71,0.16,0.431,-0.039,8.708
23951,22.319234,87.302680,0.07,0.21,-0.05,8.06,-0.37,-0.95,0.86,-0.50,1.20,-0.43,0.275,-0.118,8.630
24139,22.319234,87.302680,0.07,0.01,0.08,8.10,-0.77,-1.33,0.72,-2.15,-2.03,-0.77,0.353,-0.157,8.551
24241,22.319234,87.302680,0.07,0.09,-0.07,8.05,-0.13,-1.47,1.02,6.29,-1.42,2.92,0.471,-0.275,8.630
24385,22.319234,87.302680,0.07,0.09,-0.15,8.17,-0.34,-2.67,1.03,-1.43,-8.32,0.11,0.431,-0.157,8.591
24531,22.319234,87.302680,0.07,0.39,-0.15,8.05,-0.21,-2.79,1.22,0.89,-0.84,1.31,0.628,0.078,8.238
24711,22.319234,87.302680,0.07,0.39,-0.11,8.02,-0.43,-0.19,0.74,-1.23,14.46,-2.67,0.392,-0.314,8.669
24916,22.319234,87.302680,0.07,-0.00,0.06,8.16,-0.47,-1.49,0.79,-0.19,-6.33,0.22,0.353,-0.039,8.473
25104,22.319234,87.302680,0.07,0.10,-0.12,7.96,-0.36,-1.88,0.92,0.57,-2.07,0.69,0.431,0.039,8.512
25233,22.319234,87.302680,0.07,0.29,-0.09,7.94,-0.30,-1.41,0.89,0.47,3.61,-0.18,0.471,-0.078,8.630
25362,22.319234,87.302680,0.07,0.12,-0.12,8.07,-0.31,-1.15,0.82,-0.12,2.07,-0.59,0.431,-0.118,8.512
25509,22.319234,87.302680,0.07,0.15,-0.03,8.15,-0.40,-1.60,0.97,-0.62,-3.12,1.04,0.353,-0.157,8.551
25656,22.319234,87.302680,0.07,0.17,-0.07,7.95,-0.40,-1.61,1.04,0.00,-0.05,0.47,0.392,0.000,8.630
25858,22.319234,87.302680,0.07,0.22,-0.03,8.04,-0.45,-1.54,0.84,-0.23,0.34,-0.98,0.353,-0.039,8.630
26046,22.319234,87.302680,0.07,0.12,-0.13,8.06,-0.42,-1.56,0.79,0.16,-0.12,-0.28,0.392,-0.078,8.630
26224,22.319234,87.302680,0.07,0.12,-0.04,8.07,-0.45,-1.56,0.95,-0.17,0.00,0.94,0.431,-0.157,8.591
26317,22.319234,87.302680,0.07,0.17,-0.12,8.10,-0.47,-1.67,0.73,-0.16,-1.15,-2.46,0.431,-0.118,8.473
26465,22.319234,87.302680,0.07,0.20,-0.07,8.00,-0.44,-1.66,0.96,0.21,0.10,1.60,0.431,-0.157,8.512
26609,22.319234,87.302680,0.07,0.18,-0.02,8.06,-0.37,-1.35,0.83,0.42,2.12,-0.90,0.392,-0.157,8.551
26813,22.319234,87.302680,0.07,0.19,-0.02,8.04,-0.46,-1.88,0.97,-0.41,-2.58,0.67,0.431,0.000,8.591
27015,22.319234,87.302680,0.07,0.17,-0.08,8.05,-0.27,-1.44,0.84,0.94,2.19,-0.64,0.431,-0.157,8.591
27203,22.319234,87.302680,0.07,0.11,-0.10,8.04,-0.60,-1.34,0.77,-1.75,0.53,-0.37,0.431,-0.078,8.551
27300,22.319234,87.302680,0.07,0.16,-0.09,8.03,-0.15,-1.23,0.90,4.64,1.10,1.34,0.353,-0.118,8.551
27445,22.319234,87.302680,0.07,0.11,-0.02,8.06,-0.32,-1.56,0.82,-1.21,-2.32,-0.58,0.431,-0.275,8.630
27592,22.319234,87.302680,0.07,0.12,-0.08,8.01,-0.25,-1.75,1.03,0.47,-1.25,1.45,0.353,-0.078,8.473
27796,22.319244,87.302688,0.04,0.25,-0.03,7.97,-0.34,-1.59,1.05,-0.45,0.79,0.07,0.471,-0.118,8.591
27998,22.319244,87.302688,0.04,0.19,-0.08,8.12,-0.39,-1.78,0.88,-0.23,-0.94,-0.83,0.471,-0.118,8.630
28187,22.319244,87.302688,0.04,0.22,0.22,7.99,-0.01,-1.57,0.73,2.02,1.09,-0.81,0.235,-0.078,8.512
28285,22.319244,87.302688,0.04,0.05,0.23,7.80,-0.79,-1.07,1.10,-7.95,5.14,3.82,0.314,-0.157,8.630
28430,22.319244,87.302688,0.04,0.21,-0.01,8.24,-0.20,-2.28,1.02,4.05,-8.37,-0.53,0.235,-0.118,8.669
28576,22.319244,87.302688,0.04,0.21,0.08,7.98,-0.44,-1.53,0.96,-1.62,5.12,-0.42,0.510,-0.118,8.748
28777,22.319244,87.302688,0.04,0.18,-0.25,7.99,-0.15,-1.42,0.95,1.41,0.57,-0.08,0.196,-0.118,8.630
28975,22.319244,87.302688,0.02,0.15,0.12,8.23,-0.80,-1.55,0.96,-3.28,-0.66,0.08,0.118,0.000,8.669
29164,22.319244,87.302688,0.02,0.20,0.33,8.36,-0.24,-1.21,0.92,2.99,1.82,-0.24,0.157,-0.157,8.787
29263,22.319244,87.302688,0.02,0.25,0.68,8.08,0.60,-2.94,0.92,8.40,-17.50,0.08,0.157,-0.078,8.551
29408,22.319244,87.302688,0.02,0.35,0.40,8.29,1.76,-2.25,0.74,8.00,4.74,-1.26,0.314,-0.196,8.708
29551,22.319244,87.302688,0.02,0.05,-0.08,7.42,-1.15,0.60,1.35,-20.29,19.91,4.27,0.824,-0.392,8.081
29736,22.319244,87.302688,0.02,-0.14,1.03,7.37,1.27,-2.06,1.42,13.04,-14.36,0.37,-0.039,-0.078,7.728
29941,22.319246,87.302688,0.35,0.23,0.15,8.98,0.18,-4.18,1.46,-5.32,-10.31,0.19,-0.078,-0.314,8.041
30131,22.319246,87.302688,0.35,0.09,-0.28,8.79,-0.06,-1.61,0.92,-1.25,13.50,-2.85,0.431,-0.078,8.473
30240,22.319246,87.302688,0.35,0.54,-0.51,6.84,-0.23,-2.43,1.89,-1.54,-7.49,8.89,0.235,0.078,8.473
30379,22.319246,87.302688,0.35,0.17,0.97,7.67,0.94,-0.47,2.92,8.40,14.11,7.41,-0.471,-0.118,7.688
30523,22.319246,87.302688,0.35,0.44,0.57,7.73,-0.34,2.21,2.31,-8.91,18.55,-4.19,-0.078,0.039,8.904
30669,22.319246,87.302688,0.35,-0.16,0.37,9.05,-0.57,-0.77,2.95,-1.57,-20.39,4.39,0.118,-0.078,8.708
30875,22.319246,87.302688,0.35,-0.04,0.13,8.46,-0.73,-0.94,3.53,-0.74,-0.82,2.82,0.000,-0.078,8.708
31065,22.319246,87.302688,0.35,0.15,0.41,8.41,-0.91,-1.13,3.37,-0.96,-1.00,-0.84,0.275,-0.235,8.826
31241,22.319246,87.302688,0.35,0.28,0.23,7.67,-0.11,-2.22,3.49,4.55,-6.20,0.65,0.118,-0.275,8.865
31332,22.319246,87.302688,0.35,0.06,0.32,8.31,0.02,-1.98,3.53,1.34,2.60,0.42,0.431,-0.314,8.748
31474,22.319246,87.302688,0.35,0.15,0.47,8.28,-0.41,-1.12,3.56,-3.01,6.07,0.27,0.275,-0.196,8.159
31619,22.319246,87.302688,0.35,-0.21,0.45,7.80,-1.59,-1.34,3.48,-8.11,-1.47,-0.58,0.392,-0.118,9.218
31825,22.319246,87.302688,0.35,0.15,0.42,8.28,-0.76,-2.42,3.90,4.04,-5.26,2.04,0.314,-0.235,8.277
32027,22.319246,87.302688,0.35,-0.02,0.43,7.89,0.08,-2.17,3.57,4.12,1.25,-1.62,-0.039,-0.196,8.394
32216,22.319246,87.302688,0.35,-0.06,0.24,7.93,-0.49,-0.84,3.92,-2.99,7.03,1.86,-0.078,-0.392,8.748
32314,22.319246,87.302688,0.35,0.21,0.57,8.11,-1.33,-1.57,3.79,-8.57,-7.48,-1.40,0.078,-0.353,8.708
32459,22.319246,87.302688,0.35,-0.11,-0.70,8.73,-0.47,-3.93,2.86,5.95,-16.27,-6.37,-0.941,-0.235,7.963
32610,22.319246,87.302688,0.35,0.46,0.29,7.56,0.81,-0.50,5.99,8.44,22.75,20.73,0.785,0.196,9.336
32812,22.319246,87.302688,0.35,-0.12,0.79,7.43,0.27,-1.90,3.26,-2.65,-6.95,-13.53,-0.392,-0.353,8.394
33015,22.319246,87.302688,0.35,0.24,0.27,9.44,0.17,-2.15,2.52,-0.53,-1.20,-3.65,-0.157,-0.275,9.650
33203,22.319246,87.302688,0.35,0.02,0.76,7.85,0.33,-3.98,3.46,0.85,-9.79,4.99,0.235,-0.157,8.630
33301,22.319246,87.302688,0.35,0.67,0.05,8.68,-1.88,-1.41,2.55,-22.51,26.25,-9.27,-0.196,-0.039,8.120
33448,22.319246,87.302688,0.35,-0.17,0.05,9.02,-1.69,-1.58,3.22,1.25,-1.14,4.57,0.118,-0.353,9.022
33594,22.319246,87.302688,0.35,0.29,-0.33,8.08,0.00,-1.50,2.85,11.61,0.52,-2.56,-0.314,-0.510,7.728
